name,path,plugin_id,status
ab-test-setup,${HOME}/.codex/skills/ab-test-setup/SKILL.md,,Retained by approved policy; discovery visibility varies
engineering-quality-gate,${HOME}/.codex/source/ide-config-internal/skills/engineering-quality-gate/SKILL.md,,Retained by approved policy; discovery visibility varies
error-handling-patterns,${HOME}/.codex/skills/error-handling-patterns/SKILL.md,,Retained by approved policy; discovery visibility varies
figma:figma-code-connect,${HOME}/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-code-connect/SKILL.md,figma@openai-curated-remote,Retained by approved policy; discovery visibility varies
figma:figma-create-new-file,${HOME}/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-create-new-file/SKILL.md,figma@openai-curated-remote,Retained by approved policy; discovery visibility varies
figma:figma-design-to-code,${HOME}/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-design-to-code/SKILL.md,figma@openai-curated-remote,Retained by approved policy; discovery visibility varies
figma:figma-generate-design,${HOME}/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-generate-design/SKILL.md,figma@openai-curated-remote,Retained by approved policy; discovery visibility varies
figma:figma-generate-diagram,${HOME}/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-generate-diagram/SKILL.md,figma@openai-curated-remote,Retained by approved policy; discovery visibility varies
figma:figma-generate-library,${HOME}/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-generate-library/SKILL.md,figma@openai-curated-remote,Retained by approved policy; discovery visibility varies
figma:figma-implement-motion,${HOME}/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-implement-motion/SKILL.md,figma@openai-curated-remote,Retained by approved policy; discovery visibility varies
figma:figma-swiftui,${HOME}/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-swiftui/SKILL.md,figma@openai-curated-remote,Retained by approved policy; discovery visibility varies
figma:figma-use,${HOME}/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-use/SKILL.md,figma@openai-curated-remote,Retained by approved policy; discovery visibility varies
figma:figma-use-figjam,${HOME}/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-use-figjam/SKILL.md,figma@openai-curated-remote,Retained by approved policy; discovery visibility varies
figma:figma-use-motion,${HOME}/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-use-motion/SKILL.md,figma@openai-curated-remote,Retained by approved policy; discovery visibility varies
figma:figma-use-slides,${HOME}/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-use-slides/SKILL.md,figma@openai-curated-remote,Retained by approved policy; discovery visibility varies
find-skills,${HOME}/.codex/skills/find-skills/SKILL.md,,Retained by approved policy; discovery visibility varies
form-cro,${HOME}/.codex/skills/form-cro/SKILL.md,,Retained by approved policy; discovery visibility varies
frontend-design,${HOME}/.claude/skills/frontend-design/SKILL.md,,Retained by approved policy; discovery visibility varies
frontend-design,${HOME}/.codex/skills/frontend-design/SKILL.md,,Retained by approved policy; discovery visibility varies
gdpr-data-handling,${HOME}/.codex/skills/gdpr-data-handling/SKILL.md,,Retained by approved policy; discovery visibility varies
get-api-docs,${HOME}/.codex/skills/get-api-docs/SKILL.md,,Retained by approved policy; discovery visibility varies
gh-fix-ci,${HOME}/.codex/skills/gh-fix-ci/SKILL.md,,Retained by approved policy; discovery visibility varies
github,${HOME}/.codex/skills/github/SKILL.md,,Retained by approved policy; discovery visibility varies
google-drive:google-docs,${HOME}/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-docs/SKILL.md,google-drive@openai-curated-remote,Retained by approved policy; discovery visibility varies
google-drive:google-drive,${HOME}/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-drive/SKILL.md,google-drive@openai-curated-remote,Retained by approved policy; discovery visibility varies
google-drive:google-drive-comments,${HOME}/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-drive-comments/SKILL.md,google-drive@openai-curated-remote,Retained by approved policy; discovery visibility varies
google-drive:google-sheets,${HOME}/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-sheets/SKILL.md,google-drive@openai-curated-remote,Retained by approved policy; discovery visibility varies
google-drive:google-slides,${HOME}/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-slides/SKILL.md,google-drive@openai-curated-remote,Retained by approved policy; discovery visibility varies
graphify,${HOME}/.claude/skills/graphify/SKILL.md,,Retained by approved policy; discovery visibility varies
graphify,${HOME}/.codex/skills/graphify/SKILL.md,,Retained by approved policy; discovery visibility varies
human-voice,${HOME}/.claude/skills/human-voice/SKILL.md,,Retained by approved policy; discovery visibility varies
i18n-localization,${HOME}/.codex/skills/i18n-localization/SKILL.md,,Retained by approved policy; discovery visibility varies
ide-project-starter:project-starter,${HOME}/.codex/plugins/cache/personal/ide-project-starter/0.7.3/skills/project-starter/SKILL.md,ide-project-starter@personal,Retained by approved policy; discovery visibility varies
ide-project-starter:starter-checkpoint,${HOME}/.codex/plugins/cache/personal/ide-project-starter/0.7.3/skills/starter-checkpoint/SKILL.md,ide-project-starter@personal,Retained by approved policy; discovery visibility varies
ide-project-starter:starter-resume,${HOME}/.codex/plugins/cache/personal/ide-project-starter/0.7.3/skills/starter-resume/SKILL.md,ide-project-starter@personal,Retained by approved policy; discovery visibility varies
ide-project-starter:starter-review,${HOME}/.codex/plugins/cache/personal/ide-project-starter/0.7.3/skills/starter-review/SKILL.md,ide-project-starter@personal,Retained by approved policy; discovery visibility varies
institutional-ai-operating-principles,${HOME}/.claude/skills/institutional-ai-operating-principles/SKILL.md,,Retained by approved policy; discovery visibility varies
jobs-to-be-done-analyst,${HOME}/.codex/skills/jobs-to-be-done-analyst/SKILL.md,,Retained by approved policy; discovery visibility varies
kpi-dashboard-design,${HOME}/.codex/skills/kpi-dashboard-design/SKILL.md,,Retained by approved policy; discovery visibility varies
launch-strategy,${HOME}/.codex/skills/launch-strategy/SKILL.md,,Retained by approved policy; discovery visibility varies
lint-and-validate,${HOME}/.claude/skills/lint-and-validate/SKILL.md,,Retained by approved policy; discovery visibility varies
lint-and-validate,${HOME}/.codex/skills/lint-and-validate/SKILL.md,,Retained by approved policy; discovery visibility varies
local-gemma-worker,${HOME}/.codex/skills/local-gemma-worker/SKILL.md,,Retained by approved policy; discovery visibility varies
local-llm-expert,${HOME}/.codex/skills/local-llm-expert/SKILL.md,,Retained by approved policy; discovery visibility varies
market-sizing-analysis,${HOME}/.codex/skills/market-sizing-analysis/SKILL.md,,Retained by approved policy; discovery visibility varies
marketing-growth-curated:cold-email,${HOME}/.codex/plugins/cache/personal-curated/marketing-growth-curated/0.1.0+codex.20260915231736/skills/cold-email/SKILL.md,marketing-growth-curated@personal-curated,Retained by approved policy; discovery visibility varies
marketing-growth-curated:content-strategy,${HOME}/.codex/plugins/cache/personal-curated/marketing-growth-curated/0.1.0+codex.20260915231736/skills/content-strategy/SKILL.md,marketing-growth-curated@personal-curated,Retained by approved policy; discovery visibility varies
marketing-growth-curated:copy-editing,${HOME}/.codex/plugins/cache/personal-curated/marketing-growth-curated/0.1.0+codex.20260915231736/skills/copy-editing/SKILL.md,marketing-growth-curated@personal-curated,Retained by approved policy; discovery visibility varies
marketing-growth-curated:customer-research,${HOME}/.codex/plugins/cache/personal-curated/marketing-growth-curated/0.1.0+codex.20260915231736/skills/customer-research/SKILL.md,marketing-growth-curated@personal-curated,Retained by approved policy; discovery visibility varies
marketing-growth-curated:lead-magnets,${HOME}/.codex/plugins/cache/personal-curated/marketing-growth-curated/0.1.0+codex.20260915231736/skills/lead-magnets/SKILL.md,marketing-growth-curated@personal-curated,Retained by approved policy; discovery visibility varies
marketing-ideas,${HOME}/.codex/skills/marketing-ideas/SKILL.md,,Retained by approved policy; discovery visibility varies
marketing-psychology,${HOME}/.codex/skills/marketing-psychology/SKILL.md,,Retained by approved policy; discovery visibility varies
metrics-frameworks,${HOME}/.codex/skills/metrics-frameworks/SKILL.md,,Retained by approved policy; discovery visibility varies
mobile-design,${HOME}/.codex/skills/mobile-design/SKILL.md,,Retained by approved policy; discovery visibility varies
model-governor,${HOME}/.codex/source/ide-config-internal/skills/model-governor/SKILL.md,,Retained by approved policy; discovery visibility varies
onboarding-cro,${HOME}/.codex/skills/onboarding-cro/SKILL.md,,Retained by approved policy; discovery visibility varies
open-design-controller,${HOME}/.codex/skills/open-design-controller/SKILL.md,,Retained by approved policy; discovery visibility varies
openai-developers:agents,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-developers/1.3.0/skills/agents/SKILL.md,openai-developers@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-developers:build-chatgpt-app,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-developers/1.3.0/skills/build-chatgpt-app/SKILL.md,openai-developers@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-developers:openai-api-troubleshooting,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-developers/1.3.0/skills/openai-api-troubleshooting/SKILL.md,openai-developers@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-developers:openai-platform-api-key,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-developers/1.3.0/skills/openai-platform-api-key/SKILL.md,openai-developers@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-analytics-dashboard,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-analytics-dashboard/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-business-review,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-business-review/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-design-report,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-design-report/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-experiment-analysis,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-experiment-analysis/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-financial-budget,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-financial-budget/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-market-trends-report,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-market-trends-report/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-minimal-letterhead,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-minimal-letterhead/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-operating-calendar,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-operating-calendar/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-operating-review,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-operating-review/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-project-kickoff,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-project-kickoff/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-project-tracker,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-project-tracker/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-sales-pipeline,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-sales-pipeline/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-simple-dark-mode,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-simple-dark-mode/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-simple-light-mode,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-simple-light-mode/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-strategy-memorandum,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-strategy-memorandum/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-system-design,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-system-design/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
openai-templates:artifact-template-team-alignment,${HOME}/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.1/skills/artifact-template-team-alignment/SKILL.md,openai-templates@openai-curated-remote,Retained by approved policy; discovery visibility varies
page-cro,${HOME}/.codex/skills/page-cro/SKILL.md,,Retained by approved policy; discovery visibility varies
paid-ads,${HOME}/.codex/skills/paid-ads/SKILL.md,,Retained by approved policy; discovery visibility varies
paywall-upgrade-cro,${HOME}/.codex/skills/paywall-upgrade-cro/SKILL.md,,Retained by approved policy; discovery visibility varies
pdf:pdf,${HOME}/.codex/plugins/cache/openai-primary-runtime/pdf/26.909.11809/skills/pdf/SKILL.md,pdf@openai-primary-runtime,Retained by approved policy; discovery visibility varies
perplexity-max-browser,${HOME}/.codex/skills/perplexity-max-browser/SKILL.md,,Retained by approved policy; discovery visibility varies
plugin-management:plugin-management,${HOME}/.codex/plugins/cache/openai-curated-remote/plugin-management/0.1.0/skills/plugin-management/SKILL.md,plugin-management@openai-curated-remote,Retained by approved policy; discovery visibility varies
positioning-craft,${HOME}/.claude/skills/positioning-craft/SKILL.md,,Retained by approved policy; discovery visibility varies
presentations:Presentations,${HOME}/.codex/plugins/cache/openai-primary-runtime/presentations/26.909.11809/skills/presentations/SKILL.md,presentations@openai-primary-runtime,Retained by approved policy; discovery visibility varies
prioritization-craft,${HOME}/.claude/skills/prioritization-craft/SKILL.md,,Retained by approved policy; discovery visibility varies
privacy-by-design,${HOME}/.codex/skills/privacy-by-design/SKILL.md,,Retained by approved policy; discovery visibility varies
product-design,${HOME}/.codex/skills/product-design/SKILL.md,,Retained by approved policy; discovery visibility varies
product-manager,${HOME}/.codex/skills/product-manager/SKILL.md,,Retained by approved policy; discovery visibility varies
product-marketing-context,${HOME}/.codex/skills/product-marketing-context/SKILL.md,,Retained by approved policy; discovery visibility varies
project-init,${HOME}/.codex/source/ide-config-internal/skills/project-init/SKILL.md,,Retained by approved policy; discovery visibility varies
project-skill-audit,${HOME}/.codex/skills/project-skill-audit/SKILL.md,,Retained by approved policy; discovery visibility varies
projectizer,${HOME}/Library/CloudStorage/GoogleDrive-info@newmindsgroup.com/My Drive/ai-projects/ai-skills-development/projectizer-perfex-skill/SKILL.md,,Retained by approved policy; discovery visibility varies
prompt-engineering-expert,${HOME}/.claude/skills/prompt-engineering-expert/SKILL.md,,Retained by approved policy; discovery visibility varies
prompt-engineering-expert,${HOME}/.codex/skills/prompt-engineering-expert/SKILL.md,,Retained by approved policy; discovery visibility varies
protect-mcp-governance,${HOME}/.codex/skills/protect-mcp-governance/SKILL.md,,Retained by approved policy; discovery visibility varies
react-best-practices,${HOME}/.codex/skills/react-best-practices/SKILL.md,,Retained by approved policy; discovery visibility varies
referral-program,${HOME}/.codex/skills/referral-program/SKILL.md,,Retained by approved policy; discovery visibility varies
responsive-design,${HOME}/.codex/skills/responsive-design/SKILL.md,,Retained by approved policy; discovery visibility varies
revops,${HOME}/.codex/skills/revops/SKILL.md,,Retained by approved policy; discovery visibility varies
sales-enablement,${HOME}/.codex/skills/sales-enablement/SKILL.md,,Retained by approved policy; discovery visibility varies
sales:analyze-account-signals,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/analyze-account-signals/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:build-business-case,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/build-business-case/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:build-competitive-brief,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/build-competitive-brief/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:demo-exec-and-seller-dash,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/demo-exec-and-seller-dash/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:enrich-company-and-contact-data,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/enrich-company-and-contact-data/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:find-customer-quotes,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/find-customer-quotes/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:find-key-internal-sources,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/find-key-internal-sources/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:follow-up-after-call,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/follow-up-after-call/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:get-rep-call-feedback,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/get-rep-call-feedback/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:index,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/index/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:plan-deal-strategy,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/plan-deal-strategy/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:prepare-for-meeting,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/prepare-for-meeting/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:review-forecast,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/review-forecast/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:review-rep-call-trends,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/review-rep-call-trends/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:sales-company-research,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/sales-company-research/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:sales-leadership-dashboard,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/sales-leadership-dashboard/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:sales-presentations,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/sales-presentations/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
sales:seller-account-dashboard,${HOME}/.codex/plugins/cache/openai-curated-remote/sales/1.1.0-alpha.2/skills/seller-account-dashboard/SKILL.md,sales@openai-curated-remote,Retained by approved policy; discovery visibility varies
schema-markup,${HOME}/.codex/skills/schema-markup/SKILL.md,,Retained by approved policy; discovery visibility varies
secrets-management,${HOME}/.codex/skills/secrets-management/SKILL.md,,Retained by approved policy; discovery visibility varies
security-auditor,${HOME}/.claude/skills/security-auditor/SKILL.md,,Retained by approved policy; discovery visibility varies
seo-audit,${HOME}/.claude/skills/seo-audit/SKILL.md,,Retained by approved policy; discovery visibility varies
seo-audit,${HOME}/.codex/skills/seo-audit/SKILL.md,,Retained by approved policy; discovery visibility varies
signup-flow-cro,${HOME}/.codex/skills/signup-flow-cro/SKILL.md,,Retained by approved policy; discovery visibility varies
site-architecture,${HOME}/.codex/skills/site-architecture/SKILL.md,,Retained by approved policy; discovery visibility varies
skill-creator,${HOME}/.codex/skills/skill-creator/SKILL.md,,Retained by approved policy; discovery visibility varies
social-content,${HOME}/.codex/skills/social-content/SKILL.md,,Retained by approved policy; discovery visibility varies
spreadsheets:Spreadsheets,${HOME}/.codex/plugins/cache/openai-primary-runtime/spreadsheets/26.909.11809/skills/spreadsheets/SKILL.md,spreadsheets@openai-primary-runtime,Retained by approved policy; discovery visibility varies
spreadsheets:excel-live-control,${HOME}/.codex/plugins/cache/openai-primary-runtime/spreadsheets/26.909.11809/skills/excel-live-control/SKILL.md,spreadsheets@openai-primary-runtime,Retained by approved policy; discovery visibility varies
stakeholder-craft,${HOME}/.claude/skills/stakeholder-craft/SKILL.md,,Retained by approved policy; discovery visibility varies
startup-analyst,${HOME}/.codex/skills/startup-analyst/SKILL.md,,Retained by approved policy; discovery visibility varies
startup-metrics-framework,${HOME}/.codex/skills/startup-metrics-framework/SKILL.md,,Retained by approved policy; discovery visibility varies
storybrand-framework,${HOME}/.codex/skills/storybrand-framework/SKILL.md,,Retained by approved policy; discovery visibility varies
strategy-frameworks,${HOME}/.codex/skills/strategy-frameworks/SKILL.md,,Retained by approved policy; discovery visibility varies
superpowers:brainstorming,${HOME}/.codex/plugins/cache/openai-curated-remote/superpowers/6.3.0/skills/brainstorming/SKILL.md,superpowers@openai-curated-remote,Retained by approved policy; discovery visibility varies
superpowers:dispatching-parallel-agents,${HOME}/.codex/plugins/cache/openai-curated-remote/superpowers/6.3.0/skills/dispatching-parallel-agents/SKILL.md,superpowers@openai-curated-remote,Retained by approved policy; discovery visibility varies
superpowers:executing-plans,${HOME}/.codex/plugins/cache/openai-curated-remote/superpowers/6.3.0/skills/executing-plans/SKILL.md,superpowers@openai-curated-remote,Retained by approved policy; discovery visibility varies
superpowers:finishing-a-development-branch,${HOME}/.codex/plugins/cache/openai-curated-remote/superpowers/6.3.0/skills/finishing-a-development-branch/SKILL.md,superpowers@openai-curated-remote,Retained by approved policy; discovery visibility varies
superpowers:receiving-code-review,${HOME}/.codex/plugins/cache/openai-curated-remote/superpowers/6.3.0/skills/receiving-code-review/SKILL.md,superpowers@openai-curated-remote,Retained by approved policy; discovery visibility varies
superpowers:requesting-code-review,${HOME}/.codex/plugins/cache/openai-curated-remote/superpowers/6.3.0/skills/requesting-code-review/SKILL.md,superpowers@openai-curated-remote,Retained by approved policy; discovery visibility varies
superpowers:subagent-driven-development,${HOME}/.codex/plugins/cache/openai-curated-remote/superpowers/6.3.0/skills/subagent-driven-development/SKILL.md,superpowers@openai-curated-remote,Retained by approved policy; discovery visibility varies
superpowers:systematic-debugging,${HOME}/.codex/plugins/cache/openai-curated-remote/superpowers/6.3.0/skills/systematic-debugging/SKILL.md,superpowers@openai-curated-remote,Retained by approved policy; discovery visibility varies
superpowers:test-driven-development,${HOME}/.codex/plugins/cache/openai-curated-remote/superpowers/6.3.0/skills/test-driven-development/SKILL.md,superpowers@openai-curated-remote,Retained by approved policy; discovery visibility varies
superpowers:using-git-worktrees,${HOME}/.codex/plugins/cache/openai-curated-remote/superpowers/6.3.0/skills/using-git-worktrees/SKILL.md,superpowers@openai-curated-remote,Retained by approved policy; discovery visibility varies
superpowers:using-superpowers,${HOME}/.codex/plugins/cache/openai-curated-remote/superpowers/6.3.0/skills/using-superpowers/SKILL.md,superpowers@openai-curated-remote,Retained by approved policy; discovery visibility varies
superpowers:verification-before-completion,${HOME}/.codex/plugins/cache/openai-curated-remote/superpowers/6.3.0/skills/verification-before-completion/SKILL.md,superpowers@openai-curated-remote,Retained by approved policy; discovery visibility varies
superpowers:writing-plans,${HOME}/.codex/plugins/cache/openai-curated-remote/superpowers/6.3.0/skills/writing-plans/SKILL.md,superpowers@openai-curated-remote,Retained by approved policy; discovery visibility varies
superpowers:writing-skills,${HOME}/.codex/plugins/cache/openai-curated-remote/superpowers/6.3.0/skills/writing-skills/SKILL.md,superpowers@openai-curated-remote,Retained by approved policy; discovery visibility varies
systematic-debugging,${HOME}/.codex/skills/systematic-debugging/SKILL.md,,Retained by approved policy; discovery visibility varies
template-creator:template-creator,${HOME}/.codex/plugins/cache/openai-primary-runtime/template-creator/26.909.11809/skills/template-creator/SKILL.md,template-creator@openai-primary-runtime,Retained by approved policy; discovery visibility varies
test-driven-development,${HOME}/.codex/skills/test-driven-development/SKILL.md,,Retained by approved policy; discovery visibility varies
tool-leverage-heuristics,${HOME}/.claude/skills/tool-leverage-heuristics/SKILL.md,,Retained by approved policy; discovery visibility varies
tool-use-guardian,${HOME}/.codex/skills/tool-use-guardian/SKILL.md,,Retained by approved policy; discovery visibility varies
ui-ux-pro-max,${HOME}/.codex/skills/ui-ux-pro-max/SKILL.md,,Retained by approved policy; discovery visibility varies
user-feedback-system,${HOME}/.claude/skills/user-feedback-system/SKILL.md,,Retained by approved policy; discovery visibility varies
using-git-worktrees,${HOME}/.codex/skills/using-git-worktrees/SKILL.md,,Retained by approved policy; discovery visibility varies
ux-audit,${HOME}/.codex/skills/ux-audit/SKILL.md,,Retained by approved policy; discovery visibility varies
ux-copy,${HOME}/.codex/skills/ux-copy/SKILL.md,,Retained by approved policy; discovery visibility varies
ux-flow,${HOME}/.codex/skills/ux-flow/SKILL.md,,Retained by approved policy; discovery visibility varies
ux-strategy,${HOME}/.codex/skills/ux-strategy/SKILL.md,,Retained by approved policy; discovery visibility varies
vercel:agent-browser,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/agent-browser/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:agent-browser-verify,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/agent-browser-verify/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:ai-elements,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/ai-elements/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:ai-sdk,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/ai-sdk/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:auth,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/auth/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:bootstrap,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/bootstrap/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:cdn-caching,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/cdn-caching/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:cms,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/cms/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:cron-jobs,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/cron-jobs/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:deployments-cicd,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/deployments-cicd/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
vercel:email,${HOME}/.codex/plugins/cache/openai-curated-remote/vercel/0.21.4/skills/email/SKILL.md,vercel@openai-curated-remote,Retained by approved policy; discovery visibility varies
